Powiaty,Rok,Ranni,Wypadki ogółem,Ofiary śmiertelne
powiat Jaworzno,2022.0,25.0,24.0,4.0
powiat inowrocławski,2011.0,80.0,76.0,17.0
powiat inowrocławski,2012.0,101.0,98.0,25.0
powiat inowrocławski,2013.0,93.0,70.0,7.0
powiat inowrocławski,2014.0,69.0,70.0,12.0
powiat inowrocławski,2015.0,66.0,62.0,9.0
powiat inowrocławski,2016.0,49.0,46.0,10.0
powiat inowrocławski,2017.0,66.0,62.0,9.0
powiat inowrocławski,2018.0,59.0,62.0,15.0
powiat inowrocławski,2019.0,64.0,61.0,14.0
powiat inowrocławski,2020.0,68.0,69.0,10.0
powiat inowrocławski,2021.0,103.0,85.0,7.0
powiat inowrocławski,2022.0,142.0,114.0,5.0
powiat brodnicki,2011.0,88.0,74.0,6.0
powiat brodnicki,2012.0,56.0,49.0,7.0
powiat brodnicki,2013.0,57.0,48.0,14.0
powiat brodnicki,2014.0,39.0,43.0,12.0
powiat brodnicki,2015.0,39.0,41.0,6.0
powiat brodnicki,2016.0,54.0,53.0,6.0
powiat brodnicki,2017.0,34.0,36.0,10.0
powiat brodnicki,2018.0,35.0,39.0,9.0
powiat brodnicki,2019.0,36.0,38.0,9.0
powiat brodnicki,2020.0,59.0,52.0,7.0
powiat brodnicki,2021.0,31.0,33.0,5.0
powiat brodnicki,2022.0,28.0,29.0,7.0
powiat włocławski,2011.0,80.0,83.0,20.0
powiat włocławski,2012.0,54.0,63.0,23.0
powiat włocławski,2013.0,89.0,74.0,14.0
powiat włocławski,2014.0,93.0,84.0,13.0
powiat włocławski,2015.0,69.0,68.0,17.0
powiat włocławski,2016.0,70.0,70.0,15.0
powiat włocławski,2017.0,78.0,77.0,12.0
powiat włocławski,2018.0,71.0,73.0,15.0
powiat włocławski,2019.0,62.0,69.0,19.0
powiat włocławski,2020.0,40.0,45.0,9.0
powiat włocławski,2021.0,41.0,47.0,10.0
powiat włocławski,2022.0,41.0,42.0,5.0
powiat mogileński,2011.0,18.0,19.0,5.0
powiat mogileński,2012.0,60.0,54.0,5.0
powiat mogileński,2013.0,35.0,30.0,5.0
powiat mogileński,2014.0,47.0,38.0,12.0
powiat mogileński,2015.0,18.0,19.0,4.0
powiat mogileński,2016.0,29.0,28.0,3.0
powiat mogileński,2017.0,23.0,20.0,1.0
powiat mogileński,2018.0,18.0,17.0,5.0
powiat mogileński,2019.0,39.0,43.0,19.0
powiat mogileński,2020.0,33.0,34.0,6.0
powiat mogileński,2021.0,38.0,31.0,3.0
powiat mogileński,2022.0,30.0,28.0,3.0
powiat Toruń,2011.0,85.0,82.0,6.0
powiat Toruń,2012.0,71.0,72.0,6.0
powiat Toruń,2013.0,37.0,41.0,5.0
powiat Toruń,2014.0,60.0,65.0,9.0
powiat Toruń,2015.0,44.0,43.0,7.0
powiat Toruń,2016.0,59.0,66.0,12.0
powiat Toruń,2017.0,57.0,53.0,5.0
powiat Toruń,2018.0,49.0,53.0,10.0
powiat Toruń,2019.0,35.0,36.0,3.0
powiat Toruń,2020.0,53.0,56.0,9.0
powiat Toruń,2021.0,39.0,42.0,7.0
powiat Toruń,2022.0,42.0,43.0,2.0
powiat tucholski,2011.0,14.0,15.0,6.0
powiat tucholski,2012.0,24.0,25.0,13.0
powiat tucholski,2013.0,11.0,14.0,3.0
powiat tucholski,2014.0,16.0,19.0,8.0
powiat tucholski,2015.0,16.0,18.0,6.0
powiat tucholski,2016.0,14.0,17.0,4.0
powiat tucholski,2017.0,15.0,15.0,2.0
powiat tucholski,2018.0,17.0,15.0,0.0
powiat tucholski,2019.0,36.0,25.0,6.0
powiat tucholski,2020.0,17.0,14.0,1.0
powiat tucholski,2021.0,21.0,18.0,4.0
powiat tucholski,2022.0,16.0,16.0,3.0
powiat raciborski,2011.0,96.0,95.0,11.0
powiat raciborski,2012.0,95.0,94.0,13.0
powiat raciborski,2013.0,105.0,92.0,6.0
powiat raciborski,2014.0,86.0,80.0,4.0
powiat raciborski,2015.0,65.0,59.0,6.0
powiat raciborski,2016.0,44.0,50.0,8.0
powiat raciborski,2017.0,66.0,61.0,5.0
powiat raciborski,2018.0,60.0,51.0,8.0
powiat raciborski,2019.0,65.0,57.0,8.0
powiat raciborski,2020.0,35.0,32.0,3.0
powiat raciborski,2021.0,32.0,33.0,6.0
powiat raciborski,2022.0,30.0,25.0,1.0
powiat cieszyński,2011.0,178.0,152.0,18.0
powiat cieszyński,2012.0,176.0,147.0,18.0
powiat cieszyński,2013.0,243.0,182.0,10.0
powiat cieszyński,2014.0,238.0,202.0,12.0
powiat cieszyński,2015.0,250.0,204.0,18.0
powiat cieszyński,2016.0,218.0,180.0,10.0
powiat cieszyński,2017.0,223.0,178.0,14.0
powiat cieszyński,2018.0,219.0,181.0,8.0
powiat cieszyński,2019.0,197.0,164.0,8.0
powiat cieszyński,2020.0,148.0,132.0,10.0
powiat cieszyński,2021.0,132.0,121.0,8.0
powiat cieszyński,2022.0,83.0,79.0,11.0
powiat krośnieński,2011.0,43.0,37.0,13.0
powiat krośnieński,2011.0,82.0,61.0,10.0
powiat krośnieński,2012.0,44.0,40.0,6.0
powiat krośnieński,2012.0,74.0,56.0,11.0
powiat krośnieński,2013.0,42.0,31.0,5.0
powiat krośnieński,2013.0,76.0,58.0,7.0
powiat krośnieński,2014.0,43.0,32.0,3.0
powiat krośnieński,2014.0,95.0,73.0,8.0
powiat krośnieński,2015.0,32.0,25.0,2.0
powiat krośnieński,2015.0,78.0,61.0,7.0
powiat krośnieński,2016.0,57.0,47.0,3.0
powiat krośnieński,2016.0,58.0,50.0,8.0
powiat krośnieński,2017.0,34.0,29.0,8.0
powiat krośnieński,2017.0,24.0,26.0,11.0
powiat krośnieński,2018.0,28.0,26.0,6.0
powiat krośnieński,2018.0,34.0,30.0,7.0
powiat krośnieński,2019.0,49.0,47.0,9.0
powiat krośnieński,2019.0,54.0,50.0,6.0
powiat krośnieński,2020.0,46.0,42.0,5.0
powiat krośnieński,2020.0,33.0,31.0,6.0
powiat krośnieński,2021.0,33.0,26.0,5.0
powiat krośnieński,2021.0,50.0,38.0,1.0
powiat krośnieński,2022.0,50.0,40.0,6.0
powiat krośnieński,2022.0,52.0,41.0,1.0
powiat nyski,2011.0,134.0,109.0,8.0
powiat nyski,2012.0,125.0,93.0,14.0
powiat nyski,2013.0,110.0,91.0,11.0
powiat nyski,2014.0,77.0,74.0,14.0
powiat nyski,2015.0,119.0,103.0,16.0
powiat nyski,2016.0,153.0,111.0,9.0
powiat nyski,2017.0,101.0,93.0,14.0
powiat nyski,2018.0,107.0,94.0,13.0
powiat nyski,2019.0,97.0,88.0,8.0
powiat nyski,2020.0,52.0,49.0,8.0
powiat nyski,2021.0,66.0,61.0,9.0
powiat nyski,2022.0,29.0,30.0,4.0
powiat Jelenia Góra,2011.0,44.0,45.0,4.0
powiat Jelenia Góra,2012.0,58.0,47.0,4.0
powiat Jelenia Góra,2013.0,32.0,35.0,7.0
powiat Jelenia Góra,2014.0,48.0,38.0,2.0
powiat Jelenia Góra,2015.0,31.0,32.0,2.0
powiat Jelenia Góra,2016.0,34.0,36.0,8.0
powiat Jelenia Góra,2017.0,24.0,25.0,2.0
powiat Jelenia Góra,2018.0,19.0,21.0,5.0
powiat Jelenia Góra,2019.0,26.0,27.0,4.0
powiat Jelenia Góra,2020.0,20.0,19.0,0.0
powiat Jelenia Góra,2021.0,20.0,14.0,1.0
powiat Jelenia Góra,2022.0,14.0,18.0,5.0
powiat zgorzelecki,2011.0,33.0,29.0,7.0
powiat zgorzelecki,2012.0,71.0,56.0,7.0
powiat zgorzelecki,2013.0,46.0,41.0,7.0
powiat zgorzelecki,2014.0,40.0,38.0,8.0
powiat zgorzelecki,2015.0,48.0,41.0,15.0
powiat zgorzelecki,2016.0,34.0,31.0,4.0
powiat zgorzelecki,2017.0,45.0,48.0,14.0
powiat zgorzelecki,2018.0,39.0,38.0,11.0
powiat zgorzelecki,2019.0,54.0,54.0,14.0
powiat zgorzelecki,2020.0,49.0,47.0,14.0
powiat zgorzelecki,2021.0,45.0,45.0,13.0
powiat zgorzelecki,2022.0,39.0,41.0,11.0
powiat przasnyski,2011.0,105.0,93.0,9.0
powiat przasnyski,2012.0,90.0,73.0,4.0
powiat przasnyski,2013.0,73.0,58.0,4.0
powiat przasnyski,2014.0,86.0,70.0,12.0
powiat przasnyski,2015.0,105.0,79.0,5.0
powiat przasnyski,2016.0,86.0,65.0,10.0
powiat przasnyski,2017.0,63.0,51.0,7.0
powiat przasnyski,2018.0,65.0,56.0,8.0
powiat przasnyski,2019.0,50.0,46.0,9.0
powiat przasnyski,2020.0,40.0,42.0,10.0
powiat przasnyski,2021.0,62.0,42.0,2.0
powiat przasnyski,2022.0,42.0,33.0,4.0
powiat Ostrołęka,2011.0,46.0,43.0,1.0
powiat Ostrołęka,2012.0,48.0,43.0,0.0
powiat Ostrołęka,2013.0,43.0,38.0,3.0
powiat Ostrołęka,2014.0,44.0,40.0,1.0
powiat Ostrołęka,2015.0,39.0,34.0,1.0
powiat Ostrołęka,2016.0,43.0,41.0,2.0
powiat Ostrołęka,2017.0,32.0,31.0,0.0
powiat Ostrołęka,2018.0,23.0,24.0,2.0
powiat Ostrołęka,2019.0,18.0,20.0,2.0
powiat Ostrołęka,2020.0,10.0,13.0,3.0
powiat Ostrołęka,2021.0,23.0,21.0,1.0
powiat Ostrołęka,2022.0,16.0,16.0,2.0
powiat średzki,2011.0,60.0,37.0,7.0
powiat średzki,2011.0,123.0,93.0,15.0
powiat średzki,2012.0,75.0,50.0,13.0
powiat średzki,2012.0,69.0,63.0,9.0
powiat średzki,2013.0,76.0,48.0,7.0
powiat średzki,2013.0,81.0,72.0,8.0
powiat średzki,2014.0,65.0,50.0,10.0
powiat średzki,2014.0,42.0,38.0,6.0
powiat średzki,2015.0,81.0,53.0,7.0
powiat średzki,2015.0,29.0,32.0,6.0
powiat średzki,2016.0,82.0,53.0,10.0
powiat średzki,2016.0,31.0,32.0,8.0
powiat średzki,2017.0,59.0,49.0,11.0
powiat średzki,2017.0,75.0,68.0,14.0
powiat średzki,2018.0,69.0,55.0,14.0
powiat średzki,2018.0,84.0,65.0,8.0
powiat średzki,2019.0,62.0,47.0,8.0
powiat średzki,2019.0,113.0,80.0,2.0
powiat średzki,2020.0,50.0,45.0,7.0
powiat średzki,2020.0,90.0,76.0,6.0
powiat średzki,2021.0,65.0,48.0,3.0
powiat średzki,2021.0,82.0,73.0,8.0
powiat średzki,2022.0,55.0,37.0,8.0
powiat średzki,2022.0,76.0,62.0,9.0
powiat jarociński,2011.0,52.0,42.0,8.0
powiat jarociński,2012.0,41.0,38.0,7.0
powiat jarociński,2013.0,41.0,38.0,7.0
powiat jarociński,2014.0,48.0,39.0,6.0
powiat jarociński,2015.0,40.0,36.0,7.0
powiat jarociński,2016.0,33.0,30.0,4.0
powiat jarociński,2017.0,32.0,31.0,6.0
powiat jarociński,2018.0,43.0,38.0,9.0
powiat jarociński,2019.0,54.0,46.0,8.0
powiat jarociński,2020.0,29.0,29.0,5.0
powiat jarociński,2021.0,34.0,31.0,6.0
powiat jarociński,2022.0,31.0,29.0,6.0
powiat Gdynia,2011.0,256.0,222.0,13.0
powiat Gdynia,2012.0,253.0,233.0,13.0
powiat Gdynia,2013.0,182.0,159.0,8.0
powiat Gdynia,2014.0,190.0,166.0,8.0
powiat Gdynia,2015.0,164.0,138.0,3.0
powiat Gdynia,2016.0,148.0,148.0,14.0
powiat Gdynia,2017.0,207.0,184.0,6.0
powiat Gdynia,2018.0,194.0,169.0,9.0
powiat Gdynia,2019.0,179.0,176.0,8.0
powiat Gdynia,2020.0,144.0,137.0,7.0
powiat Gdynia,2021.0,144.0,134.0,4.0
powiat Gdynia,2022.0,138.0,126.0,4.0
powiat Świnoujście,2011.0,29.0,20.0,1.0
powiat Świnoujście,2012.0,27.0,24.0,0.0
powiat Świnoujście,2013.0,20.0,20.0,1.0
powiat Świnoujście,2014.0,33.0,29.0,0.0
powiat Świnoujście,2015.0,54.0,49.0,1.0
powiat Świnoujście,2016.0,44.0,43.0,0.0
powiat Świnoujście,2017.0,61.0,56.0,5.0
powiat Świnoujście,2018.0,51.0,45.0,3.0
powiat Świnoujście,2019.0,36.0,34.0,3.0
powiat Świnoujście,2020.0,26.0,27.0,2.0
powiat Świnoujście,2021.0,22.0,24.0,3.0
powiat Świnoujście,2022.0,22.0,19.0,0.0
powiat kamiennogórski,2011.0,40.0,32.0,3.0
powiat kamiennogórski,2012.0,35.0,35.0,9.0
powiat kamiennogórski,2013.0,35.0,36.0,5.0
powiat kamiennogórski,2014.0,39.0,34.0,9.0
powiat kamiennogórski,2015.0,34.0,35.0,6.0
powiat kamiennogórski,2016.0,29.0,31.0,5.0
powiat kamiennogórski,2017.0,27.0,22.0,2.0
powiat kamiennogórski,2018.0,23.0,23.0,3.0
powiat kamiennogórski,2019.0,17.0,15.0,2.0
powiat kamiennogórski,2020.0,9.0,10.0,2.0
powiat kamiennogórski,2021.0,12.0,12.0,1.0
powiat kamiennogórski,2022.0,6.0,5.0,1.0
powiat pabianicki,2011.0,142.0,144.0,16.0
powiat pabianicki,2012.0,125.0,125.0,14.0
powiat pabianicki,2013.0,139.0,124.0,7.0
powiat pabianicki,2014.0,146.0,134.0,9.0
powiat pabianicki,2015.0,138.0,122.0,9.0
powiat pabianicki,2016.0,161.0,145.0,14.0
powiat pabianicki,2017.0,132.0,112.0,4.0
powiat pabianicki,2018.0,80.0,75.0,6.0
powiat pabianicki,2019.0,60.0,56.0,8.0
powiat pabianicki,2020.0,54.0,57.0,12.0
powiat pabianicki,2021.0,57.0,55.0,4.0
powiat pabianicki,2022.0,57.0,56.0,8.0
powiat kolneński,2011.0,34.0,26.0,9.0
powiat kolneński,2012.0,26.0,25.0,5.0
powiat kolneński,2013.0,16.0,19.0,10.0
powiat kolneński,2014.0,23.0,22.0,5.0
powiat kolneński,2015.0,19.0,18.0,3.0
powiat kolneński,2016.0,28.0,22.0,3.0
powiat kolneński,2017.0,28.0,21.0,4.0
powiat kolneński,2018.0,31.0,27.0,9.0
powiat kolneński,2019.0,23.0,17.0,5.0
powiat kolneński,2020.0,14.0,17.0,4.0
powiat kolneński,2021.0,14.0,16.0,7.0
powiat kolneński,2022.0,12.0,7.0,0.0
powiat Opole,2011.0,201.0,176.0,7.0
powiat Opole,2012.0,216.0,184.0,2.0
powiat Opole,2013.0,204.0,184.0,7.0
powiat Opole,2014.0,221.0,178.0,4.0
powiat Opole,2015.0,172.0,150.0,8.0
powiat Opole,2016.0,170.0,157.0,9.0
powiat Opole,2017.0,179.0,146.0,6.0
powiat Opole,2018.0,183.0,167.0,10.0
powiat Opole,2019.0,150.0,124.0,4.0
powiat Opole,2020.0,96.0,91.0,0.0
powiat Opole,2021.0,126.0,103.0,4.0
powiat Opole,2022.0,128.0,105.0,4.0
powiat ostródzki,2011.0,142.0,95.0,18.0
powiat ostródzki,2012.0,118.0,81.0,11.0
powiat ostródzki,2013.0,102.0,69.0,9.0
powiat ostródzki,2014.0,115.0,85.0,20.0
powiat ostródzki,2015.0,90.0,75.0,6.0
powiat ostródzki,2016.0,136.0,106.0,16.0
powiat ostródzki,2017.0,112.0,91.0,6.0
powiat ostródzki,2018.0,96.0,74.0,16.0
powiat ostródzki,2019.0,84.0,73.0,9.0
powiat ostródzki,2020.0,76.0,68.0,14.0
powiat ostródzki,2021.0,74.0,60.0,8.0
powiat ostródzki,2022.0,49.0,37.0,4.0
powiat przemyski,2011.0,43.0,31.0,8.0
powiat przemyski,2012.0,25.0,17.0,6.0
powiat przemyski,2013.0,33.0,26.0,5.0
powiat przemyski,2014.0,30.0,19.0,4.0
powiat przemyski,2015.0,32.0,20.0,3.0
powiat przemyski,2016.0,26.0,18.0,3.0
powiat przemyski,2017.0,25.0,22.0,3.0
powiat przemyski,2018.0,74.0,19.0,7.0
powiat przemyski,2019.0,14.0,13.0,5.0
powiat przemyski,2020.0,10.0,11.0,3.0
powiat przemyski,2021.0,22.0,17.0,1.0
powiat przemyski,2022.0,23.0,19.0,0.0
powiat Przemyśl,2011.0,23.0,20.0,2.0
powiat Przemyśl,2012.0,38.0,31.0,0.0
powiat Przemyśl,2013.0,24.0,21.0,0.0
powiat Przemyśl,2014.0,21.0,15.0,2.0
powiat Przemyśl,2015.0,21.0,18.0,2.0
powiat Przemyśl,2016.0,19.0,18.0,1.0
powiat Przemyśl,2017.0,19.0,20.0,1.0
powiat Przemyśl,2018.0,16.0,16.0,0.0
powiat Przemyśl,2019.0,17.0,19.0,4.0
powiat Przemyśl,2020.0,17.0,15.0,4.0
powiat Przemyśl,2021.0,14.0,10.0,0.0
powiat Przemyśl,2022.0,11.0,13.0,2.0
powiat warszawski zachodni,2011.0,162.0,115.0,15.0
powiat warszawski zachodni,2012.0,113.0,94.0,10.0
powiat warszawski zachodni,2013.0,93.0,78.0,14.0
powiat warszawski zachodni,2014.0,91.0,79.0,11.0
powiat warszawski zachodni,2015.0,46.0,47.0,9.0
powiat warszawski zachodni,2016.0,83.0,78.0,16.0
powiat warszawski zachodni,2017.0,60.0,60.0,16.0
powiat warszawski zachodni,2018.0,69.0,62.0,7.0
powiat warszawski zachodni,2019.0,62.0,63.0,14.0
powiat warszawski zachodni,2020.0,47.0,48.0,7.0
powiat warszawski zachodni,2021.0,59.0,48.0,10.0
powiat warszawski zachodni,2022.0,44.0,33.0,2.0
powiat włodawski,2011.0,37.0,30.0,3.0
powiat włodawski,2012.0,42.0,31.0,2.0
powiat włodawski,2013.0,36.0,31.0,9.0
powiat włodawski,2014.0,14.0,13.0,4.0
powiat włodawski,2015.0,27.0,19.0,4.0
powiat włodawski,2016.0,24.0,19.0,3.0
powiat włodawski,2017.0,24.0,23.0,2.0
powiat włodawski,2018.0,27.0,23.0,3.0
powiat włodawski,2019.0,13.0,15.0,2.0
powiat włodawski,2020.0,20.0,15.0,5.0
powiat włodawski,2021.0,13.0,15.0,3.0
powiat włodawski,2022.0,18.0,15.0,3.0
powiat Lublin,2011.0,319.0,245.0,18.0
powiat Lublin,2012.0,295.0,256.0,25.0
powiat Lublin,2013.0,278.0,229.0,12.0
powiat Lublin,2014.0,260.0,224.0,16.0
powiat Lublin,2015.0,217.0,199.0,15.0
powiat Lublin,2016.0,285.0,221.0,7.0
powiat Lublin,2017.0,268.0,212.0,6.0
powiat Lublin,2018.0,241.0,211.0,13.0
powiat Lublin,2019.0,161.0,147.0,7.0
powiat Lublin,2020.0,147.0,143.0,10.0
powiat Lublin,2021.0,155.0,137.0,8.0
powiat Lublin,2022.0,110.0,109.0,5.0
powiat bocheński,2011.0,119.0,96.0,14.0
powiat bocheński,2012.0,148.0,110.0,5.0
powiat bocheński,2013.0,129.0,90.0,10.0
powiat bocheński,2014.0,158.0,128.0,8.0
powiat bocheński,2015.0,144.0,124.0,4.0
powiat bocheński,2016.0,163.0,132.0,8.0
powiat bocheński,2017.0,129.0,105.0,6.0
powiat bocheński,2018.0,139.0,110.0,5.0
powiat bocheński,2019.0,95.0,74.0,4.0
powiat bocheński,2020.0,95.0,84.0,10.0
powiat bocheński,2021.0,100.0,73.0,6.0
powiat bocheński,2022.0,75.0,65.0,0.0
powiat Tarnów,2011.0,113.0,92.0,3.0
powiat Tarnów,2012.0,95.0,82.0,2.0
powiat Tarnów,2013.0,67.0,60.0,1.0
powiat Tarnów,2014.0,92.0,76.0,2.0
powiat Tarnów,2015.0,73.0,66.0,5.0
powiat Tarnów,2016.0,80.0,79.0,5.0
powiat Tarnów,2017.0,63.0,63.0,2.0
powiat Tarnów,2018.0,51.0,45.0,2.0
powiat Tarnów,2019.0,48.0,46.0,3.0
powiat Tarnów,2020.0,35.0,36.0,3.0
powiat Tarnów,2021.0,26.0,25.0,1.0
powiat Tarnów,2022.0,48.0,42.0,0.0
powiat wschowski,2011.0,18.0,14.0,5.0
powiat wschowski,2012.0,20.0,14.0,4.0
powiat wschowski,2013.0,37.0,22.0,3.0
powiat wschowski,2014.0,10.0,10.0,2.0
powiat wschowski,2015.0,21.0,17.0,2.0
powiat wschowski,2016.0,22.0,18.0,6.0
powiat wschowski,2017.0,24.0,16.0,1.0
powiat wschowski,2018.0,23.0,20.0,3.0
powiat wschowski,2019.0,16.0,13.0,1.0
powiat wschowski,2020.0,24.0,24.0,3.0
powiat wschowski,2021.0,21.0,19.0,1.0
powiat wschowski,2022.0,19.0,17.0,2.0
powiat gorzowski,2011.0,103.0,73.0,13.0
powiat gorzowski,2012.0,87.0,60.0,8.0
powiat gorzowski,2013.0,102.0,63.0,13.0
powiat gorzowski,2014.0,83.0,52.0,8.0
powiat gorzowski,2015.0,40.0,29.0,13.0
powiat gorzowski,2016.0,64.0,43.0,9.0
powiat gorzowski,2017.0,73.0,44.0,10.0
powiat gorzowski,2018.0,56.0,39.0,5.0
powiat gorzowski,2019.0,51.0,44.0,13.0
powiat gorzowski,2020.0,39.0,36.0,8.0
powiat gorzowski,2021.0,41.0,34.0,8.0
powiat gorzowski,2022.0,50.0,37.0,4.0
powiat międzyrzecki,2011.0,82.0,62.0,21.0
powiat międzyrzecki,2012.0,98.0,65.0,7.0
powiat międzyrzecki,2013.0,66.0,49.0,8.0
powiat międzyrzecki,2014.0,101.0,62.0,4.0
powiat międzyrzecki,2015.0,63.0,48.0,5.0
powiat międzyrzecki,2016.0,69.0,59.0,13.0
powiat międzyrzecki,2017.0,82.0,59.0,9.0
powiat międzyrzecki,2018.0,71.0,57.0,5.0
powiat międzyrzecki,2019.0,74.0,55.0,11.0
powiat międzyrzecki,2020.0,60.0,50.0,8.0
powiat międzyrzecki,2021.0,81.0,50.0,2.0
powiat międzyrzecki,2022.0,64.0,50.0,8.0
powiat słubicki,2011.0,78.0,58.0,2.0
powiat słubicki,2012.0,76.0,51.0,7.0
powiat słubicki,2013.0,67.0,50.0,11.0
powiat słubicki,2014.0,52.0,42.0,8.0
powiat słubicki,2015.0,49.0,40.0,6.0
powiat słubicki,2016.0,50.0,39.0,5.0
powiat słubicki,2017.0,54.0,40.0,8.0
powiat słubicki,2018.0,63.0,44.0,7.0
powiat słubicki,2019.0,58.0,44.0,7.0
powiat słubicki,2020.0,48.0,40.0,8.0
powiat słubicki,2021.0,37.0,34.0,11.0
powiat słubicki,2022.0,24.0,22.0,6.0
powiat nowotomyski,2011.0,77.0,74.0,13.0
powiat nowotomyski,2012.0,86.0,76.0,9.0
powiat nowotomyski,2013.0,80.0,65.0,7.0
powiat nowotomyski,2014.0,64.0,63.0,7.0
powiat nowotomyski,2015.0,79.0,60.0,7.0
powiat nowotomyski,2016.0,67.0,61.0,7.0
powiat nowotomyski,2017.0,75.0,68.0,9.0
powiat nowotomyski,2018.0,69.0,69.0,8.0
powiat nowotomyski,2019.0,76.0,67.0,9.0
powiat nowotomyski,2020.0,67.0,54.0,3.0
powiat nowotomyski,2021.0,77.0,60.0,4.0
powiat nowotomyski,2022.0,56.0,53.0,7.0
powiat wągrowiecki,2011.0,42.0,42.0,10.0
powiat wągrowiecki,2012.0,34.0,34.0,6.0
powiat wągrowiecki,2013.0,32.0,30.0,4.0
powiat wągrowiecki,2014.0,39.0,39.0,4.0
powiat wągrowiecki,2015.0,28.0,29.0,3.0
powiat wągrowiecki,2016.0,28.0,30.0,5.0
powiat wągrowiecki,2017.0,42.0,42.0,7.0
powiat wągrowiecki,2018.0,47.0,45.0,2.0
powiat wągrowiecki,2019.0,48.0,42.0,5.0
powiat wągrowiecki,2020.0,35.0,36.0,4.0
powiat wągrowiecki,2021.0,31.0,33.0,2.0
powiat wągrowiecki,2022.0,32.0,29.0,1.0
powiat bielski,2011.0,58.0,54.0,11.0
powiat bielski,2011.0,182.0,139.0,17.0
powiat bielski,2012.0,46.0,45.0,14.0
powiat bielski,2012.0,125.0,108.0,13.0
powiat bielski,2013.0,26.0,28.0,7.0
powiat bielski,2013.0,130.0,102.0,7.0
powiat bielski,2014.0,25.0,32.0,11.0
powiat bielski,2014.0,139.0,110.0,4.0
powiat bielski,2015.0,36.0,30.0,6.0
powiat bielski,2015.0,153.0,113.0,8.0
powiat bielski,2016.0,28.0,30.0,11.0
powiat bielski,2016.0,112.0,86.0,9.0
powiat bielski,2017.0,48.0,40.0,10.0
powiat bielski,2017.0,123.0,97.0,6.0
powiat bielski,2018.0,44.0,44.0,12.0
powiat bielski,2018.0,74.0,59.0,4.0
powiat bielski,2019.0,45.0,53.0,14.0
powiat bielski,2019.0,82.0,73.0,5.0
powiat bielski,2020.0,31.0,27.0,5.0
powiat bielski,2020.0,52.0,46.0,1.0
powiat bielski,2021.0,21.0,22.0,5.0
powiat bielski,2021.0,48.0,42.0,3.0
powiat bielski,2022.0,23.0,23.0,10.0
powiat bielski,2022.0,49.0,48.0,5.0
powiat suwalski,2011.0,53.0,37.0,12.0
powiat suwalski,2012.0,40.0,27.0,4.0
powiat suwalski,2013.0,29.0,26.0,5.0
powiat suwalski,2014.0,41.0,28.0,6.0
powiat suwalski,2015.0,61.0,24.0,5.0
powiat suwalski,2016.0,27.0,16.0,3.0
powiat suwalski,2017.0,34.0,29.0,9.0
powiat suwalski,2018.0,27.0,20.0,4.0
powiat suwalski,2019.0,22.0,20.0,7.0
powiat suwalski,2020.0,14.0,13.0,4.0
powiat suwalski,2021.0,9.0,11.0,3.0
powiat suwalski,2022.0,16.0,13.0,2.0
powiat słupski,2011.0,140.0,101.0,12.0
powiat słupski,2012.0,154.0,98.0,5.0
powiat słupski,2013.0,148.0,117.0,13.0
powiat słupski,2014.0,154.0,125.0,20.0
powiat słupski,2015.0,127.0,95.0,8.0
powiat słupski,2016.0,128.0,104.0,9.0
powiat słupski,2017.0,101.0,78.0,8.0
powiat słupski,2018.0,85.0,76.0,11.0
powiat słupski,2019.0,72.0,68.0,14.0
powiat słupski,2020.0,83.0,69.0,18.0
powiat słupski,2021.0,78.0,67.0,8.0
powiat słupski,2022.0,89.0,76.0,6.0
powiat ostrowiecki,2011.0,39.0,42.0,5.0
powiat ostrowiecki,2012.0,46.0,44.0,5.0
powiat ostrowiecki,2013.0,37.0,33.0,9.0
powiat ostrowiecki,2014.0,33.0,35.0,6.0
powiat ostrowiecki,2015.0,59.0,48.0,0.0
powiat ostrowiecki,2016.0,58.0,58.0,5.0
powiat ostrowiecki,2017.0,48.0,49.0,5.0
powiat ostrowiecki,2018.0,41.0,45.0,7.0
powiat ostrowiecki,2019.0,53.0,50.0,10.0
powiat ostrowiecki,2020.0,36.0,37.0,5.0
powiat ostrowiecki,2021.0,28.0,31.0,5.0
powiat ostrowiecki,2022.0,33.0,31.0,4.0
powiat skarżyski,2011.0,75.0,56.0,11.0
powiat skarżyski,2012.0,95.0,78.0,6.0
powiat skarżyski,2013.0,81.0,71.0,6.0
powiat skarżyski,2014.0,91.0,75.0,10.0
powiat skarżyski,2015.0,85.0,68.0,2.0
powiat skarżyski,2016.0,110.0,91.0,5.0
powiat skarżyski,2017.0,91.0,74.0,7.0
powiat skarżyski,2018.0,56.0,42.0,3.0
powiat skarżyski,2019.0,47.0,38.0,6.0
powiat skarżyski,2020.0,16.0,21.0,7.0
powiat skarżyski,2021.0,52.0,38.0,2.0
powiat skarżyski,2022.0,17.0,15.0,0.0
powiat kartuski,2011.0,364.0,242.0,17.0
powiat kartuski,2012.0,280.0,212.0,13.0
powiat kartuski,2013.0,322.0,222.0,9.0
powiat kartuski,2014.0,279.0,212.0,10.0
powiat kartuski,2015.0,342.0,265.0,21.0
powiat kartuski,2016.0,345.0,239.0,7.0
powiat kartuski,2017.0,302.0,226.0,16.0
powiat kartuski,2018.0,234.0,198.0,16.0
powiat kartuski,2019.0,214.0,162.0,11.0
powiat kartuski,2020.0,185.0,135.0,13.0
powiat kartuski,2021.0,99.0,83.0,10.0
